gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000108,Aga,31.9835,1.3750,0.0015,0.0930,32.0000,51.0000,29.0000,53.0000,41.2500
ENSRNOG00000000127,Kpna6,21.4912,1.2517,0.0000,0.0644,137.0000,131.0000,122.0000,72.0000,115.5000
ENSRNOG00000000138,Glis1,30.4097,1.4520,0.0030,0.0897,47.0000,27.0000,39.0000,41.0000,38.5000
ENSRNOG00000000145,Pik3r3,28.7905,1.2944,0.0000,0.0833,75.0000,113.0000,68.0000,72.0000,82.0000
ENSRNOG00000000187,Csf2rb,32.4881,1.3339,0.0016,0.0905,27.0000,77.0000,36.0000,52.0000,48.0000
ENSRNOG00000000190,Ep300,32.7379,1.3702,0.0234,0.0667,25.0000,54.0000,118.0000,3.0000,50.0000
ENSRNOG00000000245,Slc16a6,29.7131,1.4192,0.0019,0.0868,60.0000,36.0000,49.0000,48.0000,48.2500
ENSRNOG00000000262,Zfp821,28.6925,1.3375,0.0048,0.0684,79.0000,75.0000,116.0000,31.0000,75.2500
ENSRNOG00000000373,Ctnna3,22.1424,1.2038,0.0000,0.0655,134.0000,144.0000,121.0000,72.0000,117.7500
ENSRNOG00000000392,Supv3l1,13.0722,1.1358,0.0000,0.0266,155.0000,156.0000,155.0000,72.0000,134.5000
ENSRNOG00000000408,Gopc,17.6502,1.1886,0.0001,0.0392,147.0000,148.0000,143.0000,71.0000,127.2500
ENSRNOG00000000439,Ager,12.7327,1.1753,0.0000,0.0240,156.0000,152.0000,156.0000,72.0000,134.0000
ENSRNOG00000000481,Cuta,29.2900,1.3437,0.0016,0.0871,66.0000,68.0000,48.0000,51.0000,58.2500
ENSRNOG00000000506,Tead3,35.2539,1.4208,0.0073,0.0958,15.0000,35.0000,22.0000,21.0000,23.2500
ENSRNOG00000000596,Fyn,31.3354,1.3883,0.0023,0.0911,38.0000,47.0000,34.0000,45.0000,41.0000
ENSRNOG00000000695,Ssh1,38.7884,1.4801,0.0120,0.1078,6.0000,16.0000,6.0000,9.0000,9.2500
ENSRNOG00000000702,Sart3,26.5335,1.3631,0.0000,0.0791,102.0000,59.0000,83.0000,72.0000,79.0000
ENSRNOG00000000775,Mog,31.8958,1.4238,0.0016,0.0937,33.0000,33.0000,26.0000,51.0000,35.7500
ENSRNOG00000000780,Ppp1r11,17.0908,1.2197,0.0004,0.0390,149.0000,140.0000,145.0000,66.0000,125.0000
ENSRNOG00000000847,Csnk2b,31.5934,1.3684,0.0039,0.0924,34.0000,58.0000,32.0000,37.0000,40.2500
ENSRNOG00000000852,Prrc2a,32.5604,1.4772,0.0044,0.0974,26.0000,19.0000,19.0000,33.0000,24.2500
