gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000007,Gad1,74.9381,1.8967,0.0353,0.0907,8.0000,3.0000,8.0000,2.0000,5.2500
ENSRNOG00000000098,Rnf115,48.5501,1.5401,0.0043,0.0582,176.0000,141.0000,177.0000,63.0000,139.2500
ENSRNOG00000000111,Coprs,45.7441,1.3962,0.0003,0.0544,207.0000,207.0000,206.0000,140.0000,190.0000
ENSRNOG00000000133,Txndc15,80.8566,1.9287,0.0413,0.0979,3.0000,1.0000,3.0000,1.0000,2.0000
ENSRNOG00000000166,Apex2,49.7822,1.4988,0.0007,0.0597,165.0000,167.0000,169.0000,128.0000,157.2500
ENSRNOG00000000327,Hace1,51.2312,1.5490,0.0011,0.0608,144.0000,136.0000,157.0000,115.0000,138.0000
ENSRNOG00000000397,Ccar1,74.4458,1.7067,0.0063,0.0884,9.0000,37.0000,11.0000,39.0000,24.0000
ENSRNOG00000000473,Pfdn6,62.2962,1.6881,0.0043,0.0762,36.0000,46.0000,38.0000,64.0000,46.0000
ENSRNOG00000000483,Syngap1,46.4706,1.4787,0.0013,0.0543,199.0000,177.0000,207.0000,110.0000,173.2500
ENSRNOG00000000490,Rps10,72.7781,1.8591,0.0230,0.0891,10.0000,4.0000,9.0000,5.0000,7.0000
ENSRNOG00000000498,Anks1a,46.5315,1.3424,0.0000,0.0550,197.0000,216.0000,203.0000,147.0000,190.7500
ENSRNOG00000000505,Rpl10a,56.4438,1.6052,0.0012,0.0701,79.0000,97.0000,63.0000,111.0000,87.5000
ENSRNOG00000000511,Srpk1,55.6718,1.6721,0.0126,0.0652,86.0000,52.0000,115.0000,11.0000,66.0000
ENSRNOG00000000523,Ppil1,51.4014,1.5405,0.0000,0.0645,141.0000,140.0000,122.0000,147.0000,137.5000
ENSRNOG00000000551,Fam241b,48.0702,1.5389,0.0006,0.0597,182.0000,142.0000,168.0000,131.0000,155.7500
ENSRNOG00000000560,Lrrc20,49.8658,1.4826,0.0009,0.0590,164.0000,174.0000,172.0000,118.0000,157.0000
ENSRNOG00000000568,Slc29a3,64.4551,1.6313,0.0059,0.0778,28.0000,77.0000,30.0000,44.0000,44.7500
ENSRNOG00000000572,Chst3,60.8308,1.6263,0.0011,0.0737,43.0000,82.0000,45.0000,112.0000,70.5000
ENSRNOG00000000579,Marcks,56.3055,1.5971,0.0032,0.0670,81.0000,103.0000,88.0000,76.0000,87.0000
ENSRNOG00000000610,Cisd1,47.2178,1.4357,0.0021,0.0554,192.0000,194.0000,200.0000,95.0000,170.2500
