gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000034,Nuak2,156.8927,2.2406,0.0096,0.0473,216.0000,158.0000,204.0000,64.0000,192.6667
ENSRNOG00000000036,Klhdc8a,100.3179,1.6780,0.0002,0.0282,422.0000,422.0000,419.0000,367.0000,421.0000
ENSRNOG00000000040,Kiaa1614,138.4386,1.9199,0.0001,0.0402,307.0000,330.0000,314.0000,371.0000,317.0000
ENSRNOG00000000081,Antxr2,183.7554,2.3878,0.0029,0.0550,91.0000,86.0000,91.0000,190.0000,89.3333
ENSRNOG00000000104,Thoc3,131.2466,1.8859,0.0010,0.0384,336.0000,347.0000,333.0000,291.0000,338.6667
ENSRNOG00000000129,Phf24,193.2797,2.3957,0.0120,0.0578,60.0000,80.0000,60.0000,48.0000,66.6667
ENSRNOG00000000142,Plxdc2,211.0939,2.4812,0.0023,0.0633,25.0000,53.0000,31.0000,222.0000,36.3333
ENSRNOG00000000150,Dnajc1,74.7936,1.5200,0.0000,0.0202,441.0000,443.0000,441.0000,385.0000,441.6667
ENSRNOG00000000155,Cog3,177.0279,2.2885,0.0058,0.0525,118.0000,122.0000,125.0000,107.0000,121.6667
ENSRNOG00000000157,Atg12,172.3261,1.9762,0.0003,0.0509,144.0000,295.0000,152.0000,349.0000,197.0000
ENSRNOG00000000221,Abhd5,153.0857,2.0868,0.0014,0.0447,239.0000,240.0000,252.0000,266.0000,243.6667
ENSRNOG00000000246,Amz2,179.0495,2.3678,0.0019,0.0541,109.0000,93.0000,98.0000,237.0000,100.0000
ENSRNOG00000000247,Mfsd11,74.3870,1.7186,0.0030,0.0194,443.0000,413.0000,442.0000,188.0000,432.6667
ENSRNOG00000000250,Jmjd6,256.6646,2.9948,0.0088,0.0761,1.0000,12.0000,1.0000,70.0000,4.6667
ENSRNOG00000000277,Tet1,188.4448,2.4445,0.0023,0.0571,80.0000,69.0000,67.0000,226.0000,72.0000
ENSRNOG00000000302,Sesn1,137.2570,1.9562,0.0024,0.0402,316.0000,309.0000,315.0000,220.0000,313.3333
ENSRNOG00000000304,Cd164,155.0712,2.2212,0.0038,0.0454,224.0000,173.0000,236.0000,162.0000,211.0000
ENSRNOG00000000307,Mical1,147.8142,2.1234,0.0026,0.0435,269.0000,217.0000,270.0000,205.0000,252.0000
ENSRNOG00000000314,Sec63,70.1187,1.5787,0.0003,0.0189,448.0000,436.0000,447.0000,352.0000,443.6667
ENSRNOG00000000321,Cd24,147.0227,2.2452,0.0088,0.0444,272.0000,152.0000,259.0000,71.0000,227.6667
ENSRNOG00000000322,Atg5,163.0898,2.0851,0.0018,0.0474,186.0000,241.0000,202.0000,246.0000,209.6667
ENSRNOG00000000395,Kifbp,193.4499,2.2721,0.0104,0.0570,59.0000,130.0000,69.0000,57.0000,86.0000
ENSRNOG00000000431,Atf6b,122.9990,1.6797,0.0003,0.0347,367.0000,421.0000,380.0000,355.0000,389.3333
ENSRNOG00000000457,Tap1,138.4004,1.8887,0.0001,0.0409,308.0000,346.0000,305.0000,372.0000,319.6667
ENSRNOG00000000463,Col11a2,155.0526,1.9279,0.0004,0.0460,225.0000,327.0000,218.0000,339.0000,256.6667
ENSRNOG00000000474,Ralgdsl2,113.9680,1.6346,0.0000,0.0338,399.0000,428.0000,394.0000,381.0000,407.0000
ENSRNOG00000000477,Daxx,211.0630,2.6713,0.0021,0.0638,26.0000,36.0000,25.0000,230.0000,29.0000
ENSRNOG00000000480,Phf1,201.6821,2.6775,0.0540,0.0597,36.0000,34.0000,44.0000,1.0000,38.0000
ENSRNOG00000000502,Def6,120.4974,1.7053,0.0002,0.0353,380.0000,417.0000,374.0000,363.0000,390.3333
ENSRNOG00000000503,Ppard,113.5975,1.7760,0.0009,0.0324,400.0000,395.0000,401.0000,298.0000,398.6667
ENSRNOG00000000520,Srsf3,166.3664,2.3342,0.0136,0.0501,175.0000,99.0000,166.0000,40.0000,146.6667
ENSRNOG00000000521,Cdkn1a,135.2879,1.9951,0.0007,0.0400,319.0000,290.0000,316.0000,311.0000,308.3333
ENSRNOG00000000524,C20h6orf89,164.0557,2.2021,0.0034,0.0492,184.0000,186.0000,179.0000,174.0000,183.0000
ENSRNOG00000000528,Fgd2,220.5676,2.5418,0.0390,0.0653,14.0000,46.0000,19.0000,6.0000,26.3333
ENSRNOG00000000540,Btbd9,210.5697,2.9451,0.0027,0.0645,28.0000,16.0000,23.0000,200.0000,22.3333
ENSRNOG00000000546,Nt5dc1,146.2714,2.1444,0.0102,0.0426,276.0000,204.0000,283.0000,59.0000,254.3333
ENSRNOG00000000569,Vsir,115.3870,1.7086,0.0000,0.0343,396.0000,416.0000,386.0000,384.0000,399.3333
ENSRNOG00000000571,Psap,118.9536,1.7882,0.0005,0.0343,386.0000,389.0000,384.0000,337.0000,386.3333
ENSRNOG00000000587,Rpf2,121.6202,1.7737,0.0020,0.0349,376.0000,396.0000,378.0000,236.0000,383.3333
ENSRNOG00000000593,Rev3l,152.5759,2.2502,0.0015,0.0457,246.0000,147.0000,230.0000,264.0000,207.6667
ENSRNOG00000000604,Hdac2,212.0124,2.8176,0.0084,0.0641,24.0000,19.0000,24.0000,76.0000,22.3333
ENSRNOG00000000611,Ube2d1,84.5418,1.5085,0.0000,0.0229,436.0000,444.0000,436.0000,379.0000,438.6667
ENSRNOG00000000614,Bicc1,154.7936,2.1416,0.0004,0.0463,227.0000,206.0000,215.0000,341.0000,216.0000
ENSRNOG00000000657,Nek7,168.3591,2.1781,0.0007,0.0511,164.0000,194.0000,148.0000,312.0000,168.6667
ENSRNOG00000000663,Tfip11,196.3416,3.0324,0.0217,0.0601,50.0000,9.0000,42.0000,17.0000,33.6667
ENSRNOG00000000664,Tpst2,97.1785,1.7114,0.0001,0.0269,424.0000,415.0000,425.0000,369.0000,421.3333
ENSRNOG00000000665,Pitpnb,70.6109,1.4972,0.0004,0.0190,446.0000,447.0000,445.0000,340.0000,446.0000
ENSRNOG00000000693,Svop,143.7265,2.0327,0.0036,0.0421,287.0000,267.0000,288.0000,165.0000,280.6667
ENSRNOG00000000697,Coro1c,175.6584,2.0941,0.0065,0.0515,124.0000,235.0000,141.0000,94.0000,166.6667
ENSRNOG00000000699,Selplg,228.0124,2.9720,0.0143,0.0683,8.0000,15.0000,8.0000,36.0000,10.3333
ENSRNOG00000000701,Iscu,158.8142,2.1035,0.0014,0.0466,207.0000,231.0000,212.0000,265.0000,216.6667
ENSRNOG00000000704,Cmklr1,149.3137,1.9590,0.0041,0.0429,264.0000,305.0000,280.0000,149.0000,283.0000
ENSRNOG00000000718,Cggbp1,170.9092,2.3912,0.0024,0.0511,151.0000,84.0000,146.0000,219.0000,127.0000
ENSRNOG00000000778,Znrd1as1,122.9432,1.9402,0.0004,0.0363,368.0000,319.0000,361.0000,346.0000,349.3333
ENSRNOG00000000785,Trim39,158.8958,2.2952,0.0024,0.0478,205.0000,116.0000,192.0000,221.0000,171.0000
