gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000048,Gak,96.3942,1.0000,0.0123,0.0950,23.0000,1.0000,26.0000,60.0000,16.6667
ENSRNOG00000000066,Fbxo28,96.6047,1.0000,0.0000,0.0955,21.0000,1.0000,22.0000,97.0000,14.6667
ENSRNOG00000000161,Chm,80.0898,1.0000,0.0000,0.0801,72.0000,1.0000,68.0000,97.0000,47.0000
ENSRNOG00000000257,Smpd3,82.3230,0.9939,0.0112,0.0830,59.0000,2.0000,56.0000,63.0000,39.0000
ENSRNOG00000000283,Ess2,77.5356,1.0000,0.0000,0.0764,79.0000,1.0000,83.0000,97.0000,54.3333
ENSRNOG00000000431,Atf6b,76.1228,1.0000,0.0000,0.0742,83.0000,1.0000,94.0000,97.0000,59.3333
ENSRNOG00000000481,Cuta,60.7853,1.0000,0.0507,0.0599,132.0000,1.0000,132.0000,24.0000,88.3333
ENSRNOG00000000505,Rpl10a,54.3302,0.9878,0.0024,0.0543,148.0000,3.0000,146.0000,80.0000,99.0000
ENSRNOG00000000523,Ppil1,69.0609,1.0000,0.0574,0.0712,112.0000,1.0000,108.0000,20.0000,73.6667
ENSRNOG00000000532,Cmtr1,97.8586,1.0000,0.0000,0.0958,16.0000,1.0000,20.0000,97.0000,12.3333
ENSRNOG00000000547,Tspyl4,96.5748,1.0000,0.0000,0.0938,22.0000,1.0000,30.0000,97.0000,17.6667
ENSRNOG00000000551,Fam241b,77.4613,1.0000,0.0029,0.0807,80.0000,1.0000,63.0000,77.0000,48.0000
ENSRNOG00000000552,Col13a1,79.4592,1.0000,0.0000,0.0778,74.0000,1.0000,77.0000,97.0000,50.6667
ENSRNOG00000000579,Marcks,72.6017,1.0000,0.0110,0.0723,98.0000,1.0000,103.0000,64.0000,67.3333
ENSRNOG00000000581,Cdc40,95.8772,1.0000,0.0003,0.0972,25.0000,1.0000,17.0000,93.0000,14.3333
ENSRNOG00000000583,Cdk19,85.7389,1.0000,0.0031,0.0858,51.0000,1.0000,49.0000,76.0000,33.6667
ENSRNOG00000000605,Hs3st5,92.3695,1.0000,0.0000,0.0922,35.0000,1.0000,34.0000,97.0000,23.3333
ENSRNOG00000000636,Rtkn2,70.5243,1.0000,0.0028,0.0710,106.0000,1.0000,109.0000,78.0000,72.0000
ENSRNOG00000000648,Jmjd1c,87.3756,1.0000,0.0343,0.0863,47.0000,1.0000,48.0000,36.0000,32.0000
ENSRNOG00000000729,Tmlhe,67.2188,0.9939,0.0058,0.0693,117.0000,2.0000,113.0000,72.0000,77.3333
ENSRNOG00000000775,Mog,91.6223,1.0000,0.0000,0.0901,38.0000,1.0000,41.0000,97.0000,26.6667
ENSRNOG00000000777,RT1-S3,90.8411,1.0000,0.0009,0.0885,41.0000,1.0000,45.0000,86.0000,29.0000
ENSRNOG00000000796,Ranbp2,67.6130,1.0000,0.0012,0.0672,116.0000,1.0000,117.0000,85.0000,78.0000
ENSRNOG00000000809,Atat1,102.6047,1.0000,0.0000,0.1009,11.0000,1.0000,10.0000,97.0000,7.3333
ENSRNOG00000000847,Csnk2b,92.6006,1.0000,0.0000,0.0928,32.0000,1.0000,33.0000,97.0000,22.0000
ENSRNOG00000000867,Vars1,48.7214,1.0000,0.0270,0.0475,153.0000,1.0000,154.0000,41.0000,102.6667
ENSRNOG00000000926,Mrps17,72.4561,1.0000,0.0000,0.0754,99.0000,1.0000,89.0000,97.0000,63.0000
ENSRNOG00000000931,Sfswap,73.1352,1.0000,0.0170,0.0723,95.0000,1.0000,104.0000,51.0000,66.6667
ENSRNOG00000000962,Slc15a4,91.6017,1.0000,0.0000,0.0900,39.0000,1.0000,42.0000,97.0000,27.3333
ENSRNOG00000000963,Tmem132c,58.9185,1.0000,0.0027,0.0591,137.0000,1.0000,136.0000,79.0000,91.3333
ENSRNOG00000000977,Pnpla6,105.1899,1.0000,0.0000,0.1028,8.0000,1.0000,7.0000,97.0000,5.3333
ENSRNOG00000000985,Cpsf4l2,59.9618,1.0000,0.0024,0.0594,134.0000,1.0000,135.0000,80.0000,90.0000
ENSRNOG00000000986,Camsap3,86.0093,1.0000,0.0000,0.0853,49.0000,1.0000,51.0000,97.0000,33.6667
ENSRNOG00000000987,Ptcd1,55.4788,1.0000,0.0019,0.0561,143.0000,1.0000,144.0000,82.0000,96.0000
ENSRNOG00000001040,Pms2,44.2291,0.9939,0.0593,0.0424,161.0000,2.0000,161.0000,18.0000,108.0000
ENSRNOG00000001060,Snrnp35,46.4933,1.0000,0.0670,0.0450,160.0000,1.0000,160.0000,14.0000,107.0000
ENSRNOG00000001082,Abcb9,79.8369,1.0000,0.0169,0.0805,73.0000,1.0000,65.0000,52.0000,46.3333
ENSRNOG00000001111,Brca2,93.9897,1.0000,0.0000,0.0931,31.0000,1.0000,31.0000,97.0000,21.0000
ENSRNOG00000001123,Spring1,54.5139,1.0000,0.0933,0.0526,147.0000,1.0000,149.0000,11.0000,99.0000
ENSRNOG00000001149,Pxn,72.4334,1.0000,0.0094,0.0740,100.0000,1.0000,96.0000,68.0000,65.6667
ENSRNOG00000001173,Cabp1,88.8483,1.0000,0.0154,0.0906,44.0000,1.0000,39.0000,54.0000,28.0000
ENSRNOG00000001211,Gatd3a,102.2807,1.0000,0.0000,0.1005,12.0000,1.0000,12.0000,97.0000,8.3333
ENSRNOG00000001271,Card6,97.7245,1.0000,0.0000,0.0953,18.0000,1.0000,23.0000,97.0000,14.0000
ENSRNOG00000001311,Rab36,81.5036,1.0000,0.0335,0.0804,65.0000,1.0000,66.0000,38.0000,44.0000
ENSRNOG00000001347,Adam1a,72.7059,1.0000,0.0000,0.0734,97.0000,1.0000,97.0000,97.0000,65.0000
ENSRNOG00000001368,Rph3a,61.3880,1.0000,0.1114,0.0629,129.0000,1.0000,128.0000,10.0000,86.0000
ENSRNOG00000001374,Rasal1,75.5325,0.9939,0.0000,0.0769,87.0000,2.0000,82.0000,97.0000,57.0000
ENSRNOG00000001425,Sh2b2,88.1858,1.0000,0.0000,0.0886,46.0000,1.0000,44.0000,97.0000,30.3333
ENSRNOG00000001443,Rhbdd2,69.4107,1.0000,0.0303,0.0700,110.0000,1.0000,112.0000,39.0000,74.3333
ENSRNOG00000001519,Dlx2,65.2436,1.0000,0.1616,0.0651,124.0000,1.0000,123.0000,4.0000,82.6667
