gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000034,Nuak2,155.1858,2.3259,0.0075,0.0480,204.0000,124.0000,195.0000,84.0000,151.7500
ENSRNOG00000000036,Klhdc8a,99.6460,1.7145,0.0002,0.0287,408.0000,404.0000,409.0000,347.0000,392.0000
ENSRNOG00000000040,Kiaa1614,134.1651,1.9282,0.0001,0.0403,311.0000,327.0000,316.0000,351.0000,326.2500
ENSRNOG00000000044,Tmem175,148.3096,2.3509,0.0209,0.0453,252.0000,108.0000,242.0000,21.0000,155.7500
ENSRNOG00000000081,Antxr2,180.0836,2.4067,0.0031,0.0555,90.0000,86.0000,91.0000,183.0000,112.5000
ENSRNOG00000000104,Thoc3,127.4778,1.8834,0.0009,0.0384,339.0000,345.0000,334.0000,280.0000,324.5000
ENSRNOG00000000129,Phf24,189.6842,2.4133,0.0108,0.0584,61.0000,81.0000,60.0000,57.0000,64.7500
ENSRNOG00000000142,Plxdc2,206.9886,2.5140,0.0025,0.0639,27.0000,51.0000,30.0000,210.0000,79.5000
ENSRNOG00000000150,Dnajc1,71.3230,1.5191,0.0000,0.0199,427.0000,430.0000,426.0000,367.0000,412.5000
ENSRNOG00000000155,Cog3,173.0310,2.3083,0.0074,0.0529,120.0000,137.0000,124.0000,86.0000,116.7500
ENSRNOG00000000157,Atg12,168.8989,1.9910,0.0003,0.0513,143.0000,298.0000,151.0000,334.0000,231.5000
ENSRNOG00000000221,Abhd5,150.2116,2.1043,0.0015,0.0451,232.0000,245.0000,249.0000,248.0000,243.5000
ENSRNOG00000000246,Amz2,175.5408,2.3907,0.0020,0.0547,108.0000,92.0000,96.0000,227.0000,130.7500
ENSRNOG00000000247,Mfsd11,71.4180,1.7267,0.0027,0.0193,426.0000,398.0000,427.0000,202.0000,363.2500
ENSRNOG00000000250,Jmjd6,252.1610,3.0502,0.0093,0.0768,1.0000,12.0000,1.0000,66.0000,20.0000
