gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000007,Gad1,76.0444,1.9006,0.0341,0.0914,6.0000,1.0000,6.0000,1.0000,4.3333
ENSRNOG00000000098,Rnf115,49.3849,1.6084,0.0113,0.0587,177.0000,75.0000,179.0000,16.0000,143.6667
ENSRNOG00000000111,Coprs,45.8762,1.3780,0.0002,0.0539,213.0000,214.0000,216.0000,135.0000,214.3333
ENSRNOG00000000166,Apex2,50.3602,1.4549,0.0003,0.0595,167.0000,188.0000,169.0000,132.0000,174.6667
ENSRNOG00000000327,Hace1,51.8328,1.5429,0.0012,0.0611,142.0000,132.0000,155.0000,109.0000,143.0000
ENSRNOG00000000397,Ccar1,74.2652,1.6926,0.0060,0.0871,7.0000,31.0000,10.0000,39.0000,16.0000
ENSRNOG00000000473,Pfdn6,61.7936,1.6421,0.0038,0.0745,39.0000,56.0000,38.0000,68.0000,44.3333
ENSRNOG00000000483,Syngap1,49.1692,1.5590,0.0048,0.0574,180.0000,111.0000,189.0000,55.0000,160.0000
ENSRNOG00000000498,Anks1a,47.3818,1.3403,0.0000,0.0552,204.0000,220.0000,210.0000,141.0000,211.3333
ENSRNOG00000000505,Rpl10a,55.9556,1.5781,0.0012,0.0684,87.0000,97.0000,72.0000,106.0000,85.3333
ENSRNOG00000000511,Srpk1,57.0217,1.6853,0.0124,0.0662,76.0000,33.0000,99.0000,13.0000,69.3333
ENSRNOG00000000523,Ppil1,52.5913,1.5310,0.0000,0.0652,134.0000,136.0000,114.0000,141.0000,128.0000
ENSRNOG00000000551,Fam241b,49.6037,1.5605,0.0005,0.0611,175.0000,110.0000,154.0000,126.0000,146.3333
ENSRNOG00000000560,Lrrc20,50.5655,1.4672,0.0011,0.0590,164.0000,178.0000,174.0000,112.0000,172.0000
ENSRNOG00000000568,Slc29a3,65.8947,1.6130,0.0064,0.0785,20.0000,70.0000,26.0000,36.0000,38.6667
ENSRNOG00000000572,Chst3,61.4283,1.6236,0.0012,0.0731,41.0000,66.0000,43.0000,109.0000,50.0000
ENSRNOG00000000579,Marcks,57.6419,1.6053,0.0035,0.0682,68.0000,78.0000,77.0000,75.0000,74.3333
ENSRNOG00000000610,Cisd1,48.6997,1.4350,0.0020,0.0566,185.0000,199.0000,198.0000,92.0000,194.0000
ENSRNOG00000000633,Rhobtb1,50.4211,1.4949,0.0003,0.0603,166.0000,165.0000,163.0000,134.0000,164.6667
ENSRNOG00000000636,Rtkn2,53.3127,1.6246,0.0055,0.0636,126.0000,65.0000,130.0000,43.0000,107.0000
ENSRNOG00000000661,Hps4,85.1073,1.8046,0.0281,0.1016,1.0000,3.0000,1.0000,2.0000,1.6667
ENSRNOG00000000729,Tmlhe,53.0753,1.6062,0.0026,0.0646,128.0000,77.0000,121.0000,85.0000,108.6667
ENSRNOG00000000763,RT1-M3-1,48.9463,1.5958,0.0046,0.0564,182.0000,84.0000,201.0000,57.0000,155.6667
ENSRNOG00000000786,Rpp21,51.7193,1.5246,0.0024,0.0611,145.0000,142.0000,157.0000,88.0000,148.0000
ENSRNOG00000000796,Ranbp2,51.8163,1.7233,0.0049,0.0627,143.0000,22.0000,139.0000,54.0000,101.3333
ENSRNOG00000000800,Man1a1,52.1063,1.5132,0.0026,0.0616,139.0000,156.0000,147.0000,86.0000,147.3333
ENSRNOG00000000802,Tbc1d32,57.3199,1.6414,0.0015,0.0707,70.0000,57.0000,55.0000,101.0000,60.6667
ENSRNOG00000000860,Vwa7,47.7441,1.3606,0.0003,0.0558,199.0000,217.0000,205.0000,134.0000,207.0000
ENSRNOG00000000867,Vars1,48.5439,1.5064,0.0015,0.0589,188.0000,160.0000,177.0000,100.0000,175.0000
ENSRNOG00000000893,Tmem248,57.5119,1.6496,0.0020,0.0697,69.0000,52.0000,65.0000,92.0000,62.0000
ENSRNOG00000000901,Crcp,46.1734,1.3730,0.0002,0.0545,212.0000,215.0000,213.0000,135.0000,213.3333
ENSRNOG00000000926,Mrps17,47.5666,1.4865,0.0004,0.0582,202.0000,172.0000,185.0000,130.0000,186.3333
ENSRNOG00000000936,Stx2,47.4665,1.4454,0.0004,0.0586,203.0000,197.0000,182.0000,129.0000,194.0000
