gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000024,Hebp1,99.8080,1.7658,0.0000,0.0379,337.0000,345.0000,329.0000,304.0000,337.0000
ENSRNOG00000000033,Tmcc2,159.0010,2.3627,0.0044,0.0603,80.0000,101.0000,78.0000,118.0000,86.3333
ENSRNOG00000000042,Xpr1,110.4262,1.7309,0.0002,0.0403,318.0000,350.0000,322.0000,288.0000,330.0000
ENSRNOG00000000048,Gak,129.9763,2.1237,0.0017,0.0495,213.0000,195.0000,199.0000,201.0000,202.3333
ENSRNOG00000000053,Crp,126.8720,1.9629,0.0007,0.0481,230.0000,274.0000,224.0000,253.0000,242.6667
ENSRNOG00000000054,Abhd8,114.3849,1.9674,0.0002,0.0433,304.0000,270.0000,291.0000,287.0000,288.3333
ENSRNOG00000000062,Pcgf3,148.9484,2.4214,0.0015,0.0565,118.0000,85.0000,115.0000,206.0000,106.0000
ENSRNOG00000000066,Fbxo28,142.9463,2.3257,0.0124,0.0536,144.0000,116.0000,148.0000,43.0000,136.0000
ENSRNOG00000000112,Champ1,131.1084,1.9390,0.0011,0.0483,207.0000,289.0000,221.0000,227.0000,239.0000
ENSRNOG00000000145,Pik3r3,156.5263,2.5108,0.0038,0.0592,86.0000,72.0000,85.0000,129.0000,81.0000
ENSRNOG00000000156,Megf6,145.5851,2.0654,0.0021,0.0541,132.0000,219.0000,142.0000,177.0000,164.3333
ENSRNOG00000000161,Chm,136.1662,2.0659,0.0041,0.0508,183.0000,218.0000,185.0000,123.0000,195.3333
ENSRNOG00000000231,Kctd17,175.5150,2.6704,0.0089,0.0667,28.0000,38.0000,30.0000,62.0000,32.0000
ENSRNOG00000000237,C10h17orf75,101.7730,1.7415,0.0007,0.0380,333.0000,349.0000,328.0000,250.0000,336.6667
ENSRNOG00000000248,Srsf2,179.8483,2.8215,0.0090,0.0682,20.0000,25.0000,17.0000,60.0000,20.6667
ENSRNOG00000000257,Smpd3,129.4014,2.1341,0.0002,0.0494,215.0000,188.0000,200.0000,289.0000,201.0000
ENSRNOG00000000258,Prmt7,138.3725,2.1334,0.0009,0.0521,170.0000,190.0000,172.0000,237.0000,177.3333
ENSRNOG00000000274,Phyhipl,91.4654,1.6680,0.0002,0.0333,347.0000,354.0000,346.0000,291.0000,349.0000
ENSRNOG00000000283,Ess2,122.0908,1.9048,0.0028,0.0447,262.0000,308.0000,269.0000,158.0000,279.6667
ENSRNOG00000000299,Foxo3,186.4923,2.9915,0.0409,0.0709,9.0000,14.0000,9.0000,7.0000,10.6667
ENSRNOG00000000312,Fig4,141.2074,2.1261,0.0004,0.0527,156.0000,194.0000,162.0000,279.0000,170.6667
ENSRNOG00000000340,Rtraf,167.4334,2.8408,0.0039,0.0647,48.0000,22.0000,39.0000,128.0000,36.3333
ENSRNOG00000000341,Nid2,65.9948,1.6428,0.0000,0.0222,360.0000,358.0000,361.0000,301.0000,359.6667
