gene_names,ext_names,degree,closeness,betweenness,eigenvector,degRank,closeRank,eigRank,betRank,avgRank
ENSRNOG00000000007,Gad1,104.5139,1.8205,0.0129,0.0653,17.0000,38.0000,17.0000,20.0000,24.0000
ENSRNOG00000000073,Tmed5,103.9267,1.8476,0.0137,0.0639,18.0000,31.0000,23.0000,17.0000,24.0000
ENSRNOG00000000098,Rnf115,91.7296,2.0424,0.0233,0.0594,78.0000,8.0000,57.0000,7.0000,47.6667
ENSRNOG00000000108,Aga,72.8349,1.4712,0.0004,0.0445,325.0000,314.0000,326.0000,253.0000,321.6667
ENSRNOG00000000111,Coprs,88.0454,1.7346,0.0019,0.0558,127.0000,70.0000,107.0000,156.0000,101.3333
ENSRNOG00000000122,Ak2,42.8504,1.2807,0.0001,0.0218,351.0000,346.0000,348.0000,274.0000,348.3333
ENSRNOG00000000127,Kpna6,77.7307,1.6813,0.0003,0.0499,289.0000,111.0000,247.0000,264.0000,215.6667
ENSRNOG00000000138,Glis1,85.8989,1.6322,0.0007,0.0541,155.0000,159.0000,143.0000,233.0000,152.3333
ENSRNOG00000000166,Apex2,94.9690,1.7092,0.0003,0.0602,59.0000,86.0000,48.0000,263.0000,64.3333
ENSRNOG00000000187,Csf2rb,77.3756,1.4646,0.0002,0.0467,293.0000,319.0000,308.0000,271.0000,306.6667
ENSRNOG00000000190,Ep300,49.4603,1.2932,0.0068,0.0208,341.0000,345.0000,350.0000,48.0000,345.3333
ENSRNOG00000000245,Slc16a6,93.2879,1.8364,0.0053,0.0593,71.0000,35.0000,59.0000,59.0000,55.0000
ENSRNOG00000000262,Zfp821,49.5511,1.3051,0.0013,0.0254,340.0000,341.0000,340.0000,191.0000,340.3333
ENSRNOG00000000327,Hace1,79.2198,1.5098,0.0011,0.0467,272.0000,292.0000,307.0000,203.0000,290.3333
ENSRNOG00000000373,Ctnna3,72.9154,1.5224,0.0000,0.0468,323.0000,276.0000,304.0000,281.0000,301.0000
ENSRNOG00000000392,Supv3l1,21.7296,1.1028,0.0000,0.0093,374.0000,375.0000,374.0000,283.0000,374.3333
ENSRNOG00000000394,Srgn,100.8421,1.7330,0.0110,0.0599,29.0000,71.0000,52.0000,27.0000,50.6667
ENSRNOG00000000397,Ccar1,104.5748,1.6372,0.0023,0.0622,16.0000,151.0000,33.0000,142.0000,66.6667
ENSRNOG00000000408,Gopc,29.9247,1.1650,0.0001,0.0135,362.0000,367.0000,364.0000,279.0000,364.3333
ENSRNOG00000000439,Ager,14.9886,1.1006,0.0000,0.0044,375.0000,376.0000,376.0000,283.0000,375.6667
ENSRNOG00000000473,Pfdn6,86.9969,1.5808,0.0019,0.0529,143.0000,211.0000,166.0000,157.0000,173.3333
ENSRNOG00000000481,Cuta,87.6429,1.7272,0.0057,0.0552,135.0000,75.0000,121.0000,55.0000,110.3333
ENSRNOG00000000483,Syngap1,91.1424,1.6591,0.0029,0.0578,85.0000,128.0000,75.0000,111.0000,96.0000
ENSRNOG00000000498,Anks1a,76.4788,1.3822,0.0000,0.0456,300.0000,331.0000,319.0000,282.0000,316.6667
ENSRNOG00000000505,Rpl10a,82.2477,1.5576,0.0004,0.0518,224.0000,245.0000,193.0000,255.0000,220.6667
ENSRNOG00000000506,Tead3,81.7740,1.5797,0.0024,0.0487,232.0000,213.0000,280.0000,134.0000,241.6667
ENSRNOG00000000511,Srpk1,85.2188,1.6372,0.0040,0.0524,165.0000,152.0000,176.0000,85.0000,164.3333
ENSRNOG00000000523,Ppil1,86.4107,1.6366,0.0003,0.0550,149.0000,153.0000,124.0000,260.0000,142.0000
ENSRNOG00000000551,Fam241b,87.7957,2.0052,0.0151,0.0569,134.0000,14.0000,91.0000,14.0000,79.6667
ENSRNOG00000000560,Lrrc20,82.8349,1.6285,0.0038,0.0502,207.0000,162.0000,240.0000,89.0000,203.0000
ENSRNOG00000000568,Slc29a3,91.2291,1.5971,0.0027,0.0556,84.0000,194.0000,112.0000,118.0000,130.0000
ENSRNOG00000000572,Chst3,90.9794,1.5604,0.0013,0.0531,88.0000,241.0000,161.0000,190.0000,163.3333
ENSRNOG00000000579,Marcks,85.8246,1.6000,0.0010,0.0540,156.0000,191.0000,145.0000,215.0000,164.0000
ENSRNOG00000000596,Fyn,75.5160,1.4967,0.0006,0.0456,310.0000,300.0000,320.0000,241.0000,310.0000
ENSRNOG00000000610,Cisd1,96.5108,1.6945,0.0018,0.0601,49.0000,104.0000,50.0000,166.0000,67.6667
ENSRNOG00000000633,Rhobtb1,74.9556,1.5350,0.0004,0.0463,311.0000,266.0000,314.0000,254.0000,297.0000
